score;segment;navn;orgnr;orgform;kanal;epost;telefon;hjemmeside;adresse;postnr;poststed;kommune;ansatte;naeringskode;registrert;formaal;score_grunnlag
60;eiendom;MYHRE TAKST & BYGG AS;933801667;AS;e-post/telefon;;;;Nonåsen 24;4436;GYLAND;FLEKKEFJORD;0;68.320 Eiendomsforvaltning på oppdrag;2024-07-17;Takstmann, verditaksering, skadetaksering, tilstandsrapporter, byggtjenester.;skade/forsikring i formål + eiendom i formål + AS (e-post lovlig)
60;eiendom;NERHAGEN TAKST AS;831683872;AS;e-post/telefon;;;;c/o Reino Nerhagen, Falkeveien 39;1554;SON;VESTBY;0;74.990 All annen faglig, vitenskapelig og teknisk virksomhet ikke nevnt annet sted;2023-07-04;Taksering av skader på bygg og eiendom. Utleie av verktøy og utstyr.;skade/forsikring i formål + eiendom i formål + AS (e-post lovlig)
60;eiendom;NIELSEN TAKST OG ENERGIRÅDGIVER AS;934259378;AS;e-post/telefon;;;;Briskeveien 12;1712;GRÅLUM;SARPSBORG;0;68.320 Eiendomsforvaltning på oppdrag;2024-10-12;Taksering: verditakst, skadetakst. Energirådgivning.;skade/forsikring i formål + eiendom i formål + AS (e-post lovlig)
60;eiendom;NORDLAND TAKST OG FUKTTEKNIKK AS;934151054;AS;e-post/telefon;;;;Haugerudveien 22;8802;SANDNESSJØEN;ALSTAHAUG;0;74.990 All annen faglig, vitenskapelig og teknisk virksomhet ikke nevnt annet sted;2024-09-23;Skadetaksering, verditaksering, byggekontroll og andre konsulenttjenester.;skade/forsikring i formål + eiendom i formål + AS (e-post lovlig)
60;eiendom;NORDPÅ TAKST AS;923814302;AS;e-post/telefon;;;;Elvegårdsveien 5;8370;LEKNES;VESTVÅGØY;;68.320 Eiendomsforvaltning på oppdrag;2019-11-13;Taksering av eiendom/skade og uavhengig kontroll. Samt utleie av eiendom.;skade/forsikring i formål + eiendom i formål + AS (e-post lovlig)
60;eiendom;NORSK TAKSERING AS;814319962;AS;e-post/telefon;;;;Arnstein Arnebergs vei 11;1366;LYSAKER;BÆRUM;0;68.320 Eiendomsforvaltning på oppdrag;2014-10-18;Taksering av eiendom, verdi og skade. Byggteknisk bistand, konsulentarbeid og annet som naturlig faller sammen med dette.;skade/forsikring i formål + eiendom i formål + AS (e-post lovlig)
60;eiendom;NSK TAKST & SKADE AS;936690718;AS;e-post/telefon;;;;Austefjordsvegen 194;5379;STEINSLAND;ØYGARDEN;0;71.121 Byggeteknisk konsulentvirksomhet;2025-12-02;Takseringstjenester. Tilby rådgivning og taksering av eiendom.;skade/forsikring i formål + eiendom i formål + AS (e-post lovlig)
60;eiendom;OK TAKST & BYGG AS;928547299;AS;e-post/telefon;;;;Killiveien 23A;9518;ALTA;ALTA;0;68.320 Eiendomsforvaltning på oppdrag;2022-01-17;Taksering av boliger, fritidsboliger, bygg, skadetakst og eiendom. Kjøp, salg og utleie av tømrertjenester. Utleie av eiendeler.;skade/forsikring i formål + eiendom i formål + AS (e-post lovlig)
60;eiendom;PROSJEKT OG TAKSERING AS;934984625;AS;e-post/telefon;;;;Daletoppen 8;1387;ASKER;ASKER;;68.320 Eiendomsforvaltning på oppdrag;2025-02-12;Takseringsvirksomhet og prosjektledelse av byggeprosjekter. Verdi og lånetaksering av boliger på østlandet. Skadetaksering av eiendom og byggninger.;skade/forsikring i formål + eiendom i formål + AS (e-post lovlig)
60;eiendom;REFSDAL BYGG OG TAKST AS;919276878;AS;e-post/telefon;;;;Moavegen 23;6893;VIK I SOGN;VIK;;68.320 Eiendomsforvaltning på oppdrag;2017-07-17;Skadetaksering, verdi og lånetaksering, naturskadetaksering, Byggeleiing;skade/forsikring i formål + eiendom i formål + AS (e-post lovlig)
60;eiendom;RUA BYGG & TAKST AS;923348808;AS;e-post/telefon;;;;Nordre Ruavei 7;3614;KONGSBERG;KONGSBERG;0;41.000 Oppføring av bygninger;2019-09-06;Taksering av boligeiendom, fritidseiendom og næringseiendom, samt taksering av naturskade. Tømrerarbeid og bygningsarbeid samt varesalg.;skade/forsikring i formål + eiendom i formål + AS (e-post lovlig)
60;eiendom;SAMLAND TAKSERING AS;921504551;AS;e-post/telefon;;;;Tømmervikstraen 12;4085;HUNDVÅG;STAVANGER;0;74.990 All annen faglig, vitenskapelig og teknisk virksomhet ikke nevnt annet sted;2018-10-04;Taksering av bygg og skadetaksering og det som faller naturlig under dette.;skade/forsikring i formål + eiendom i formål + AS (e-post lovlig)
60;eiendom;SANDEBUKTA TAKST OG EIENDOM AS;936855792;AS;e-post/telefon;;;;Tandbergveien 2;3070;SANDE I VESTFOLD;HOLMESTRAND;;68.320 Eiendomsforvaltning på oppdrag;2025-12-18;Skadetaksering, eiendomsforvaltning.;skade/forsikring i formål + eiendom i formål + AS (e-post lovlig)
60;eiendom;SANDVIK TAKST & EIENDOM AS;935197767;AS;e-post/telefon;;;;Tyrivegen 35;2840;REINSVOLL;VESTRE TOTEN;;68.320 Eiendomsforvaltning på oppdrag;2025-03-12;Tilbyr profesjonelle takseringstjenester for boliger og eiendommer. Dette inkluderer tilstandsrapporter, boligsalgsrapporter, skadetaksering og verdivurderinger;skade/forsikring i formål + eiendom i formål + AS (e-post lovlig)
60;eiendom;SKEIVOLL INGENIØR & TAKST AS;830903402;AS;e-post/telefon;;;;Utsognvegen 216;4645;NODELAND;KRISTIANSAND;0;74.990 All annen faglig, vitenskapelig og teknisk virksomhet ikke nevnt annet sted;2023-02-27;Taksering av skade på eiendom, byggeledelse.;skade/forsikring i formål + eiendom i formål + AS (e-post lovlig)
60;eiendom;SKOGLI TAKST OG BYGGELEDELSE AS;920195482;AS;e-post/telefon;;;;Oppheim, Høydal;8430;MYRE;ØKSNES;;68.320 Eiendomsforvaltning på oppdrag;2018-01-16;Yte verditaksering av ulike typer eiendommer, skadetaksering, løsøretaksering, termografering, prosjektering, prosjektstyring og byggeledelse, rådgivning, konseptutvikling og tjenester som byggetegninger, kontrakter, byggesøknader, ansvarsgodkjenninger i kommuner, samt naturlig tilhørende tjenester innen byggeprosjekter.;skade/forsikring i formål + eiendom i formål + AS (e-post lovlig)
60;eiendom;SMITH-NILSEN TAKST OSLO AS;837009472;AS;e-post/telefon;;;;Hammerstads gate 7;0363;OSLO;OSLO;0;74.990 All annen faglig, vitenskapelig og teknisk virksomhet ikke nevnt annet sted;2026-01-21;Skadetakst og tilstandstakst.;skade/forsikring i formål + eiendom i formål + AS (e-post lovlig)
60;eiendom;STORD TAKSERING AS;998030552;AS;e-post/telefon;;405 51 157;;Nesbø;5419;FITJAR;FITJAR;;68.320 Eiendomsforvaltning på oppdrag;2012-02-28;"Taksering av eiendommer og skade, samt andre tekniske tjenester. I tillegg arbeid med varer og tjenester; herunder kjøp, tilberedning og salg av dette. I tillegg kjøp og salg av eiendom samt delta i selskap som står i forbindelse med det foranstående.";skade/forsikring i formål + eiendom i formål + AS (e-post lovlig)
60;eiendom;SYVERSRUD TAKST AS;930863467;AS;e-post/telefon;;;;Forstmester Mejdells veg 32A;2407;ELVERUM;ELVERUM;0;68.320 Eiendomsforvaltning på oppdrag;2023-02-21;Selge varer og tjenester innen taksering av bolig. Herunder skadetakst og tilstandsrapport.;skade/forsikring i formål + eiendom i formål + AS (e-post lovlig)
60;eiendom;TAKSERING SØR AS;937460007;AS;e-post/telefon;;;;Sømslia 47;4637;KRISTIANSAND S;KRISTIANSAND;;71.121 Byggeteknisk konsulentvirksomhet;2026-03-31;Tilstandsanalyse, skade taksering, utleie av verktøy og utstyr. Kontroller av boliger.;skade/forsikring i formål + eiendom i formål + AS (e-post lovlig)
60;eiendom;TAKST NORD AS;921077009;AS;e-post/telefon;;948 86 901;;Pleierveien 20;8076;BODØ;BODØ;0;68.320 Eiendomsforvaltning på oppdrag;2018-06-28;Skadetaksering av bolig og næringseiendommer. Verditaksering av bolig og næringseiendommer. Rådgivende ingeniørtjenester ved nybygg og rehabilitering.;skade/forsikring i formål + eiendom i formål + AS (e-post lovlig)
60;eiendom;TAKST OG BYGGERÅDGIVNING AS;912000990;AS;e-post/telefon;;;;Bjørndalslia 85;8029;BODØ;BODØ;0;74.990 All annen faglig, vitenskapelig og teknisk virksomhet ikke nevnt annet sted;2013-05-28;Takstoppdrag, taksering av bygg, boliger, tilstandstaksering, skadetaksering mv.;skade/forsikring i formål + eiendom i formål + AS (e-post lovlig)
60;eiendom;TAKST OG BYGGPARTNER AS;933790991;AS;e-post/telefon;;;;Bjørnlivegen 43;3917;PORSGRUNN;PORSGRUNN;0;68.320 Eiendomsforvaltning på oppdrag;2024-07-16;Taksering av fast eiendom i forbindelse med salg, skade og naturskade. Ulike konsulenttjenester naturlig knyttet til både taksering og eiendom generelt. Erverv av fast eiendom, eiendomsutvikling og utleie av fast eiendom. Entreprenørvirksomhet, handel og utleie av arbeidskraft og utstyr, samt delta i andre foretak.;skade/forsikring i formål + eiendom i formål + AS (e-post lovlig)
60;eiendom;TAKST OG MILJØ Thomas Vogt;995910489;ENK;telefon/LinkedIn (ENK — ikke uanmodet e-post);post@takstogmiljo.no;905 24 720;www.takstogmiljo.no;2. Etasje, Oscars gate 81;0256;OSLO;OSLO;;68.320 Eiendomsforvaltning på oppdrag;2010-09-09;Takst, verdisetting, eiendom, miljøsertifisering, miljøkonsulent, tilstansrapporter, FDV, skadetakst, miljøanalyse, boliganalyse, byggingsingeniør.;skade/forsikring i formål + eiendom i formål + e-post i registeret + hjemmeside
60;eiendom;TAKST OG SKADE SENTERET AS;932392755;AS;e-post/telefon;;;;Karl Staaffs vei 6;0665;OSLO;OSLO;0;68.320 Eiendomsforvaltning på oppdrag;2023-11-02;Taksering av skade på bygning og løsøre med skjønn, bolig og eiendomstaksering, rådgiving innen bygg.;skade/forsikring i formål + eiendom i formål + AS (e-post lovlig)
60;eiendom;TAKST SORI AS;927017334;AS;e-post/telefon;;;;Nedre Rælingsveg 728;2009;NORDBY;RÆLINGEN;0;74.990 All annen faglig, vitenskapelig og teknisk virksomhet ikke nevnt annet sted;2021-04-26;Taksering av eiendom, skade og reklamasjon.;skade/forsikring i formål + eiendom i formål + AS (e-post lovlig)
60;eiendom;TAKST UNION AS;919083921;AS;e-post/telefon;;;;c/o Endre Esphaug, Simon Leinums veg 1;7088;HEIMDAL;TRONDHEIM;;74.990 All annen faglig, vitenskapelig og teknisk virksomhet ikke nevnt annet sted;2017-06-06;Takst-tjenester som skadetaksering, skjønn, naturskadetaksering, bolig- og tilstandskontroll, prosjektledelse, uavhengig kontroll, byggesøknader, bygningskontroll, vedlikeholdsplanlegging, termografering, tetthetskontroll, seksjonering, fuktkontroll og kontroll av innemiljø.;skade/forsikring i formål + eiendom i formål + AS (e-post lovlig)
60;eiendom;TAKST YTRE NAMDAL AS;828965662;AS;e-post/telefon;;;;Blåbærvegen 1;7970;KOLVEREID;NÆRØYSUND;0;68.320 Eiendomsforvaltning på oppdrag;2022-03-22;Eiendoms- og skadetaksering. Byggetjenester.;skade/forsikring i formål + eiendom i formål + AS (e-post lovlig)
60;eiendom;TAKST-INGENIØR LØVÅS AS;926961969;AS;e-post/telefon;;;;Halvorstraen 24A;4077;HUNDVÅG;STAVANGER;0;68.320 Eiendomsforvaltning på oppdrag;2021-04-19;Tilstandsrapport, boligsalgsrapport, areal-måling, verditakst, skade, mangels rapport og ellers hva som heri står i forbindelse.;skade/forsikring i formål + eiendom i formål + AS (e-post lovlig)
60;eiendom;TAKST&EIENDOMSVERDI AS;835706672;AS;e-post/telefon;;;;Strandveien 39;3050;MJØNDALEN;DRAMMEN;0;68.320 Eiendomsforvaltning på oppdrag;2025-06-19;Taksering/ tilstandrapporter for boligsalg. Reklamasjon/ skaderapporter. Håndverkstjenester.;skade/forsikring i formål + eiendom i formål + AS (e-post lovlig)
60;eiendom;TAKSTFIRMA KRISTEN EIKENÆS AS;916626177;AS;e-post/telefon;;;;Tinggata 3;6783;STRYN;STRYN;0;68.320 Eiendomsforvaltning på oppdrag;2016-01-26;Taksering av eigedom og byggkontroll/byggjeleiing (verdi- og skadetaksering, tilstandsvurdering av bygg, skjønn m.m.);skade/forsikring i formål + eiendom i formål + AS (e-post lovlig)
60;eiendom;TAKSTION AS;837047722;AS;e-post/telefon;;;;Myrvoldvegen 4A;2413;ELVERUM;ELVERUM;0;68.320 Eiendomsforvaltning på oppdrag;2026-01-27;Tilstandsrapport for boliger NS3600 og skadetaksering av eiendom/bolig.;skade/forsikring i formål + eiendom i formål + AS (e-post lovlig)
60;eiendom;TAKSTIT AS;934141881;AS;e-post/telefon;;;;Haukedalsveien 3;5113;TERTNES;BERGEN;;68.320 Eiendomsforvaltning på oppdrag;2024-09-20;Takseringsvirksomhet: Taksering av bolig/verdibolig, skadetakst, naturskadetakst, energirådgivning mot bolig samt vedlikeholdsplaner for BRL.;skade/forsikring i formål + eiendom i formål + AS (e-post lovlig)
60;eiendom;TAKSTMANN EGIL HAGEBERGET AS;932038668;AS;e-post/telefon;;;;Skotterudgutua 9;2750;GRAN;GRAN;0;74.990 All annen faglig, vitenskapelig og teknisk virksomhet ikke nevnt annet sted;2023-09-07;Tilstandsanalyse, skadetaksering og befaringsbistand mm.;skade/forsikring i formål + eiendom i formål + AS (e-post lovlig)
60;eiendom;TAKSTMANN JOHAN RYE-HOLMBOE AS;998643198;AS;e-post/telefon;;;;Porsvegen 8;5355;KNARREVIK;ØYGARDEN;0;74.990 All annen faglig, vitenskapelig og teknisk virksomhet ikke nevnt annet sted;2012-07-24;Verdi og skadetaksering av eiendom. Tilknyttet Norges Takseringsforbund.;skade/forsikring i formål + eiendom i formål + AS (e-post lovlig)
60;eiendom;TAKSTMANN KNUT SAGBERG AS;980449416;AS;e-post/telefon;;72 48 17 10;;Grønøra;7301;ORKANGER;ORKLAND;0;74.990 All annen faglig, vitenskapelig og teknisk virksomhet ikke nevnt annet sted;1999-02-05;Taksering av eiendommer og skader.;skade/forsikring i formål + eiendom i formål + AS (e-post lovlig)
60;eiendom;TAKSTMANN MORTEN H STORM AS;919931043;AS;e-post/telefon;;;;Hovedgata 29;4900;TVEDESTRAND;TVEDESTRAND;0;68.320 Eiendomsforvaltning på oppdrag;2017-11-21;Verdi- og skadetaksering av eiendom, samt byggteknisk konsulentvirksomhet og andre produkter/tjenester som naturlig hører sammen med dette. Herunder å delta i andre selskap med lignede virksomhet.;skade/forsikring i formål + eiendom i formål + AS (e-post lovlig)
60;eiendom;TAKSTMANN VEGAR LUNDHAUG AS;918495401;AS;e-post/telefon;;;;Haugenvegen 11;2827;HUNNDALEN;GJØVIK;0;68.320 Eiendomsforvaltning på oppdrag;2017-02-02;Taksering, herunder skadetaksering, verdivurdering, eierskifterapport, tilstandsanalyser, osv. I tillegg kommer uavhengig kontroll av våtrom og lufttetthet, konsulentoppdrag innen byggeledelse, søknadstegninger, fagmann på visning og byggesøknader.;skade/forsikring i formål + eiendom i formål + AS (e-post lovlig)
60;eiendom;TAKSTPARTNER OSLO AS;990477558;AS;e-post/telefon;;90516615;;Harbitzalléen 14K;0275;OSLO;OSLO;0;68.320 Eiendomsforvaltning på oppdrag;2006-11-13;Verdi- og skadetaksering av bolig- og næringseiendommer, finansforvaltning og drift av fast eiendom.;skade/forsikring i formål + eiendom i formål + AS (e-post lovlig)
60;eiendom;TSB TAKST SKADE & BYGG AS;912174034;AS;e-post/telefon;;;;c/o Knut Ivar Lamøy, Simon Leinums veg 1;7088;HEIMDAL;TRONDHEIM;0;68.320 Eiendomsforvaltning på oppdrag;2013-07-03;Takst, skade, verdivurdering, boligsalgsrapport, bistand ved overlevering, bistand ved 1- årsbefaring, rådgivning og mindre byggearbeid.  ;skade/forsikring i formål + eiendom i formål + AS (e-post lovlig)
60;eiendom;VALHALL TAKST AS;920476910;AS;e-post/telefon;;;;Langårdvegen 23;3716;SKIEN;SKIEN;;74.990 All annen faglig, vitenskapelig og teknisk virksomhet ikke nevnt annet sted;2018-02-22;Taksering av motorkjøretøy på oppdrag fra forsikringsselskap. Innebærer vurdering av tilbud fra verksteder, besiktigelser, kontroll, verdivurderinger og kondemnasjon. Kan også innebære revisjon av avtaleverksteder og andre oppdrag. Etter avtale på kort sikt leies ut til bedrifter som har behov for mine tjenester. Konsulentvirksomhet rundt eiendom.;skade/forsikring i formål + eiendom i formål + AS (e-post lovlig)
55;eiendom;BÆRUM TAKST ERIK IVERSEN;915348068;ENK;telefon/LinkedIn (ENK — ikke uanmodet e-post);;;www.Bærum-Takst.no;Industriveien 18-20;1337;SANDVIKA;BÆRUM;;68.320 Eiendomsforvaltning på oppdrag;2015-05-07;Konsulentvirksomhet innen bygg og eiendom: Taksering av næring, bolig og skade.;skade/forsikring i formål + eiendom i formål + hjemmeside
55;eiendom;EKERBY BYGG OG TAKST;916548613;ENK;telefon/LinkedIn (ENK — ikke uanmodet e-post);;;www.ekerby.no;Bokfinken 3;1407;VINTERBRO;ÅS;;71.121 Byggeteknisk konsulentvirksomhet;2016-01-12;Bygningsbransjen og Taksering av bolig og skade.;skade/forsikring i formål + eiendom i formål + hjemmeside
55;eiendom;HALVORSEN TAKST ENK;935711614;ENK;telefon/LinkedIn (ENK — ikke uanmodet e-post);jorn@halvorsentakst.no;90559676;;Krøderfjordveien 518;3535;KRØDEREN;KRØDSHERAD;;74.990 All annen faglig, vitenskapelig og teknisk virksomhet ikke nevnt annet sted;2025-06-23;Taksering av eiendom, skader. Tømrer.;skade/forsikring i formål + eiendom i formål + e-post i registeret
55;eiendom;HAUGALAND TAKST AS;913625501;AS;e-post/telefon;;90 07 09 50;www.haugalandtakst.no;Årabrotsvegen 19D;5515;HAUGESUND;HAUGESUND;0;74.990 All annen faglig, vitenskapelig og teknisk virksomhet ikke nevnt annet sted;2014-05-19;Verdi- og skadetaksering, konsulentarbeid og annet som naturlig faller sammen med dette.;skade/forsikring i formål + AS (e-post lovlig) + hjemmeside
55;eiendom;HELGÅS BYGG & TAKSERING Gunnar Helgås;983098770;ENK;telefon/LinkedIn (ENK — ikke uanmodet e-post);gh.takst@online.no;57 75 39 80;;Strandgata 42;6905;FLORØ;KINN;;68.320 Eiendomsforvaltning på oppdrag;2001-03-10;"Takst/-takseringstenester retta mot off. -og private eigedomar: Verditakst -og ""Boligsalgsrapport"". Bustad, fritid, landbruk, næring, tomter og lausøre. Skadetaksering, skade-skjønn og tilstandsrapport. Reklamasjon/-garantibehandling, og vedlikehald/-utbetringsplanar. Inneklimakartlegging og veiledning. Formidling av varer og tenester innanfor hus/-eigedom.";skade/forsikring i formål + eiendom i formål + e-post i registeret
55;eiendom;HR TAKST HALVARD RØV;972410799;ENK;telefon/LinkedIn (ENK — ikke uanmodet e-post);halroev@online.no;95848033;;Haukelivegen 6278;3895;EDLAND;VINJE;;41.000 Oppføring av bygninger;1995-03-12;Skogbruk samt oppføring og vedlikehold av mindre bygningar og anlegg herunder næringsbygg og boliger samt annen virksomhet som måtte falle naturlig sammen med dette, i tillegg til bolig- og skadetaksering.;skade/forsikring i formål + eiendom i formål + e-post i registeret
55;eiendom;KØSTE TAKST;813808722;ENK;telefon/LinkedIn (ENK — ikke uanmodet e-post);perkoeste@gmail.com;466 47 557;;Slattum terrasse 9H;1480;SLATTUM;NITTEDAL;;68.320 Eiendomsforvaltning på oppdrag;2014-06-24;Verdivurdering/taksering av fast eiendom, skadetakst og annet som naturlig tilhører under dette.;skade/forsikring i formål + eiendom i formål + e-post i registeret
55;eiendom;LARS BRYNHILDSEN TAKSTFORRETNING MNTF;979725884;ENK;telefon/LinkedIn (ENK — ikke uanmodet e-post);lbrynhil@online.no;69 31 16 67;;Ridehusgata 10;1606;FREDRIKSTAD;FREDRIKSTAD;;71.121 Byggeteknisk konsulentvirksomhet;1998-04-02;Verditaksering av boligog næringsbygg. Skadetaksering av bygninger.;skade/forsikring i formål + eiendom i formål + e-post i registeret
55;eiendom;LYNGHOLM TAKST JAKOB LYNGHOLM JAKOBSEN;996946266;ENK;telefon/LinkedIn (ENK — ikke uanmodet e-post);jakob@ttc-as.no;982 45 511;;Husjordløkka 143E;1553;SON;VESTBY;;41.000 Oppføring av bygninger;2011-05-23;Byggmester, snekkervirksomhet. Radonmåling og tiltak for å redusere eventuell radonstråling, som bygningstekniske utbedringer. Skadetaksering: Taksering av bolig og tilsvarende bygg i forbindelse med forsikringsskader.;skade/forsikring i formål + eiendom i formål + e-post i registeret
